"Ensembl.ID","Gene.name","Category","Function","Multiple.functions","Inheritance","List","MitoCarta2.0","OMIM..07.2020.","OMIM_entrez_ID","OMIM_phenotype","OMIM_MIM.number","OMIM_inheritance","S..Stenton.2020","S..Rahman.2020","A..Frazier.2019","M..Falk.2020"
"ENSG00000110074","FOXRED1","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","55572","Mitochondrial complex I deficiency, nuclear type 19, 618241 Y-Autosomal recessive","613622","AR","yes","yes","yes","yes"
"ENSG00000165060","FXN","Metabolism of cofactors","Iron–sulphur cluster protein biosynthesis ","no","AR",272,"yes","yes","2395","Friedreich ataxia with retained reflexes, 229300 Y-Autosomal recessive; Friedreich ataxia, 229300 Y-Autosomal recessive","606829","AR","yes","yes","yes","yes"
"ENSG00000106105","GARS","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","2617","Charcot-Marie-Tooth disease, type 2D, 601472 Y-Autosomal dominant; Neuronopathy, distal hereditary motor, type VA, 600794 Y-Autosomal dominant","600287","AD","yes","yes","yes","yes"
"ENSG00000059691","GATB","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",413,"yes","yes","5188","?Combined oxidative phosphorylation deficiency 41","618838","AR","yes","yes","no","yes"
"ENSG00000257218","GATC","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",413,"yes","yes","283459","Combined oxidative phosphorylation deficiency 42","618839","AR","yes","yes","no","yes"
"ENSG00000104381","GDAP1","Mitochondrial dynamics, homeostasis, and quality control ","Fission","no","AR/AD",272,"yes","yes","54332","Charcot-Marie-Tooth disease, recessive intermediate, A, 608340 Y-Autosomal recessive; Charcot-Marie-Tooth disease, type 4A, 214400 Y-Autosomal recessive; Charcot-Marie-Tooth disease, axonal, type 2K, 607831 Y-Autosomal dominant, Autosomal recessive; Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, 607706 Y-Autosomal recessive","606598","AR+AD","yes","yes","yes","yes"
"ENSG00000127554","GFER","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",272,"yes","no",".","Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay",".",".","yes","yes","yes","yes"
"ENSG00000168827","GFM1","Mitochondrial DNA replication and expression","Translation regulation","no","AR",272,"yes","yes","85476","Combined oxidative phosphorylation deficiency 1, 609060 Y-Autosomal recessive","606639","AR","yes","yes","yes","yes"
"ENSG00000164347","GFM2","Mitochondrial DNA replication and expression","Translation regulation","no","AR",272,"yes","yes","84340","Combined oxidative phosphorylation deficiency 39, 618397 Y-Autosomal recessive","606544","AR","yes","yes","yes","yes"
"ENSG00000182512","GLRX5","Metabolism of cofactors","Iron–sulphur cluster protein biosynthesis ","no","AR",272,"yes","yes","51218","Anemia, sideroblastic, 3, pyridoxine-refractory, 616860 Y-Autosomal recessive; Spasticity, childhood-onset, with hyperglycinemia, 616859 Y-Autosomal recessive","609588","AR","yes","yes","yes","yes"
"ENSG00000125166","GOT2","Metabolism of substrates","Redox carriers","no","AR",413,"yes","yes","2806","Epileptic encephalopathy, early infantile, 82, 618721 Y-Autosomal recessive","138150","AR","yes","yes","no","no"
"ENSG00000130299","GTPBP3","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","84705","Combined oxidative phosphorylation deficiency 23, 616198 Y-Autosomal recessive","608536","AR","yes","yes","yes","yes"
"ENSG00000151806","GUF1","Mitochondrial DNA replication and expression","Translation regulation","no","AR",413,"yes","yes","60558","?Epileptic encephalopathy, early infantile, 40, 617065 Y-Autosomal recessive","617064","AR","yes","yes","no","no"
"ENSG00000162882","HAAO","Metabolism of cofactors","NADPH metabolism","no","AR",413,"no","yes","23498","Vertebral, cardiac, renal, and limb defects syndrome 1, 617660 Y-Autosomal recessive","604521","AR","no","no","yes","yes"
"ENSG00000138796","HADH","Metabolism of substrates","Fatty acid oxidation","no","AR",413,"yes","yes","3033","3-hydroxyacyl-CoA dehydrogenase deficiency, 231530 Y-Autosomal recessive; Hyperinsulinemic hypoglycemia, familial, 4, 609975 Y-Autosomal recessive","601609","AR","yes","no","no","no"
"ENSG00000084754","HADHA","Metabolism of substrates","Fatty acid oxidation","no","AR",413,"yes","yes","3030","LCHAD deficiency, 609016 Y-Autosomal recessive; HELLP syndrome, maternal, of pregnancy, 609016 Y-Autosomal recessive; Fatty liver, acute, of pregnancy, 609016 Y-Autosomal recessive; Trifunctional protein deficiency, 609015 Y-Autosomal recessive","600890","AR","yes","no","no","no"
"ENSG00000138029","HADHB","Metabolism of substrates","Fatty acid oxidation","no","AR",413,"yes","yes","3032","Trifunctional protein deficiency, 609015 Y-Autosomal recessive","143450","AR","yes","no","no","no"
"ENSG00000112855","HARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","23438","?Perrault syndrome 2, 614926 Y-Autosomal recessive","600783","AR","yes","yes","yes","yes"
"ENSG00000004961","HCCS","Metabolism of cofactors / OXPHOS subunits, assembly factors, and electron carriers","Haem biosynthesis / Cytochrome C","yes","XLD",272,"yes","yes","3052","Linear skin defects with multiple congenital anomalies 1, 309801 Y-X-linked dominant","300056","XLD","yes","yes","yes","yes"
"ENSG00000198130","HIBCH","Metabolism of toxic compounds","Metabolism of toxic compounds","no","AR",272,"yes","yes","26275","3-hydroxyisobutryl-CoA hydrolase deficiency, 250620 Y-Autosomal recessive","610690","AR","yes","yes","yes","yes"
"ENSG00000159267","HLCS","Metabolism of cofactors","Biotin metabolism","no","AR",413,"no","yes","3141","Holocarboxylase synthetase deficiency, 253270 Y-Autosomal recessive","609018","AR","yes","yes","no","yes"
"ENSG00000117305","HMGCL","Metabolism of substrates","Ketone bodies","no","AR",413,"yes","yes","3155","HMG-CoA lyase deficiency, 246450 Y-Autosomal recessive","613898","AR","yes","no","no","no"
"ENSG00000134240","HMGCS2","Metabolism of substrates","Ketone bodies","no","AR",413,"yes","yes","3158","HMG-CoA synthase-2 deficiency, 605911 Y-Autosomal recessive","600234","AR","yes","no","no","no"
"ENSG00000072506","HSD17B10","Mitochondrial DNA replication and expression","RNA processing","no","XLD",272,"yes","yes","3028","HSD10 mitochondrial disease, 300438 Y-X-linked dominant","300256","XLD","yes","yes","yes","yes"
"ENSG00000113013","HSPA9","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR/AD",413,"yes","yes","3313","Even-plus syndrome, 616854 Y-Autosomal recessive; Anemia, sideroblastic, 4, 182170 Y-Autosomal dominant","600548","AR+AD","no","yes","no","no"
"ENSG00000144381","HSPD1","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR/AD",272,"yes","yes","3329","Spastic paraplegia 13, autosomal dominant, 605280 Y-Autosomal dominant; Leukodystrophy, hypomyelinating, 4, 612233 Y-Autosomal recessive","118190","AR+AD","yes","yes","yes","yes"
"ENSG00000115541","HSPE1","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AD",413,"yes","no",".",".",".",".","no","yes","no","no"
"ENSG00000115317","HTRA2","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR",272,"yes","yes","27429","{Parkinson disease 13}, 610297 (3); 3-methylglutaconic aciduria, type VIII, 617248 Y-Autosomal recessive","606441","AR","yes","yes","yes","yes"
"ENSG00000197386","HTT","Metabolism of toxic compounds","Metabolism of toxic compounds","no","AR/AD",413,"no","yes","3064","Huntington disease, 143100 Y-Autosomal dominant; Lopes-Maciel-Rodan syndrome, 617435 Y-Autosomal recessive","613004","AR+AD","yes","no","no","no"
"ENSG00000067704","IARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","55699","?Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia, 616007 Y-Autosomal recessive","612801","AR","yes","yes","yes","yes"
"ENSG00000181873","IBA57","Metabolism of cofactors","Iron–sulphur cluster protein biosynthesis ","no","AR",272,"yes","yes","200205","?Spastic paraplegia 74, autosomal recessive, 616451 Y-Autosomal recessive; Multiple mitochondrial dysfunctions syndrome 3, 615330 Y-Autosomal recessive","615316","AR","yes","yes","yes","yes"
"ENSG00000182054","IDH2","Metabolism of toxic compounds","Metabolism of toxic compounds","no","AD",413,"yes","no",".","D-2-hydroxyglutaric aciduria 2",".",".","yes","yes","no","no"
"ENSG00000166411","IDH3A","Metabolism of substrates","Tricarboxylic acid cycle enzymes","no","AR",272,"yes","no",".","NA",".",".","yes","yes","yes","yes"
"ENSG00000101365","IDH3B","Metabolism of substrates","Tricarboxylic acid cycle enzymes","no","AR",272,"yes","no",".","Retinitis pigmentosa 46",".",".","yes","yes","yes","yes"
"ENSG00000135070","ISCA1","Metabolism of cofactors","Iron–sulphur cluster protein biosynthesis ","no","AR",413,"yes","yes","81689","Multiple mitochondrial dysfunctions syndrome 5, 617613 Y-Autosomal recessive","611006","AR","yes","yes","no","yes"
"ENSG00000165898","ISCA2","Metabolism of cofactors","Iron–sulphur cluster protein biosynthesis ","no","AR",272,"yes","yes","122961","Multiple mitochondrial dysfunctions syndrome 4, 616370 Y-Autosomal recessive","615317","AR","yes","yes","yes","yes"
"ENSG00000136003","ISCU","Metabolism of cofactors","Iron–sulphur cluster protein biosynthesis ","no","AR",272,"yes","yes","23479","Myopathy with lactic acidosis, hereditary, 255125 Y-Autosomal recessive","611911","AR","yes","yes","yes","yes"
"ENSG00000065427","KARS","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","3735","?Charcot-Marie-Tooth disease, recessive intermediate, B, 613641 Y-Autosomal recessive; Deafness, autosomal recessive 89, 613916 Y-Autosomal recessive","601421","AR","yes","yes","yes","yes"
"ENSG00000155980","KIF5A","Others / Unknown function","Others / Unknown function","no","AD",413,"no","yes","3798","Myoclonus, intractable, neonatal, 617235 Y-Autosomal dominant; Spastic paraplegia 10, autosomal dominant, 604187 Y-Autosomal dominant; {Amyotrophic lateral sclerosis, susceptibility to, 25}, 617921 Y-Autosomal dominant","602821","AD","no","yes","no","no"
"ENSG00000115919","KYNU","Metabolism of cofactors","NADPH metabolism","no","AR",413,"no","yes","8942","Vertebral, cardiac, renal, and limb defects syndrome 2, 617661 Y-Autosomal recessive; ?Hydroxykynureninuria, 236800 Y-Autosomal recessive","605197","AR","no","no","yes","yes"
"ENSG00000087299","L2HGDH","Metabolism of toxic compounds","Metabolism of toxic compounds","no","AR",413,"yes","yes","79944","L-2-hydroxyglutaric aciduria, 236792 Y-Autosomal recessive","609584","AR","yes","no","yes","yes"
"ENSG00000011376","LARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","23395","Perrault syndrome 4, 615300 Y-Autosomal recessive; ?Hydrops, lactic acidosis, and sideroblastic anemia, 617021 Y-Autosomal recessive","604544","AR","yes","yes","yes","yes"
"ENSG00000121897","LIAS","Metabolism of cofactors","Lipoic acid biosynthesis","no","AR",272,"yes","yes","11019","Hyperglycinemia, lactic acidosis, and seizures, 614462 Y-Autosomal recessive","607031","AR","yes","yes","yes","yes"
"ENSG00000144182","LIPT1","Metabolism of cofactors","Lipoic acid biosynthesis","no","AR",272,"yes","yes","51601","Lipoyltransferase 1 deficiency, 616299 Y-Autosomal recessive","610284","AR","yes","yes","yes","yes"
"ENSG00000175536","LIPT2","Metabolism of cofactors","Lipoic acid biosynthesis","no","AR",272,"yes","yes","387787","Encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities, 617668 Y-Autosomal recessive","617659","AR","yes","yes","yes","yes"
"ENSG00000196365","LONP1","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR",272,"yes","yes","9361","CODAS syndrome, 600373 Y-Autosomal recessive","605490","AR","yes","yes","yes","yes"
"ENSG00000138095","LRPPRC","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","10128","Leigh syndrome, French-Canadian type, 220111 Y-Autosomal recessive","607544","AR","yes","yes","yes","yes"
"ENSG00000214113","LYRM4","Metabolism of cofactors","Iron–sulphur cluster protein biosynthesis ","no","AR",272,"yes","yes","57128","?Combined oxidative phosphorylation deficiency 19, 615595 Y-Autosomal recessive","613311","AR","yes","yes","yes","yes"
"ENSG00000186687","LYRM7","OXPHOS subunits, assembly factors, and electron carriers","CIII assembly factors","no","AR",272,"yes","yes","90624","Mitochondrial complex III deficiency, nuclear type 8, 615838 Y-Autosomal recessive","615831","AR","yes","yes","yes","yes"
"ENSG00000247626","MARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","92935","Spastic ataxia 3, autosomal recessive, 611390 Y-Autosomal recessive; ?Combined oxidative phosphorylation deficiency 25, 616430 Y-Autosomal recessive","609728","AR","yes","yes","yes","yes"
"ENSG00000100294","MCAT","Metabolism of cofactors","Lipoic acid biosynthesis","no","AR",413,"yes","no",".",".",".",".","yes","no","no","no"
"ENSG00000014641","MDH1","Metabolism of substrates","Redox carriers","no","AR",413,"yes","no",".",".",".",".","yes","no","no","no"
"ENSG00000146701","MDH2","Metabolism of substrates","Tricarboxylic acid cycle enzymes","no","AR",272,"yes","yes","4191","Epileptic encephalopathy, early infantile, 51, 617339 Y-Autosomal recessive","154100","AR","yes","yes","yes","yes"
"ENSG00000116353","MECR","Metabolism of cofactors","Lipoic acid biosynthesis","no","AR",272,"yes","yes","51102","Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities, 617282 Y-Autosomal recessive","608205","AR","yes","yes","yes","yes"
"ENSG00000168958","MFF","Mitochondrial dynamics, homeostasis, and quality control ","Fission","no","AR",272,"yes","yes","56947","Encephalopathy due to defective mitochondrial and peroxisomal fission 2, 617086 Y-Autosomal recessive","614785","AR","yes","yes","yes","yes"
"ENSG00000116688","MFN2","Mitochondrial dynamics, homeostasis, and quality control ","Fusion","no","AR/AD",272,"yes","yes","9927","Hereditary motor and sensory neuropathy VIA, 601152 Y-Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2A2B, 617087 Y-Autosomal recessive; Charcot-Marie-Tooth disease, axonal, type 2A2A, 609260 Y-Autosomal dominant","608507","AR+AD","yes","yes","yes","yes"
"ENSG00000125871","MGME1","Mitochondrial DNA replication and expression","Replication, maintenance, and transcription","no","AR",272,"yes","yes","92667","Mitochondrial DNA depletion syndrome 11, 615084 Y-Autosomal recessive","615076","AR","yes","yes","yes","yes"
"ENSG00000107745","MICU1","Mitochondrial dynamics, homeostasis, and quality control ","Ca2+ homoeostasis","no","AR",272,"yes","yes","10367","Myopathy with extrapyramidal signs, 615673 Y-Autosomal recessive","605084","AR","yes","yes","yes","yes"
"ENSG00000165487","MICU2","Mitochondrial dynamics, homeostasis, and quality control ","Ca2+ homoeostasis","no","AR",272,"yes","no",".",".",".",".","yes","yes","yes","yes"
"ENSG00000177427","MIEF2","Mitochondrial dynamics, homeostasis, and quality control ","Morphology","no","AR",413,"no","no",".",".",".",".","yes","yes","no","yes"
"ENSG00000027001","MIPEP","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR",272,"yes","yes","4285","Combined oxidative phosphorylation deficiency 31, 617228 Y-Autosomal recessive","602241","AR","yes","yes","yes","yes"
"ENSG00000060762","MPC1","Metabolism of substrates","Mitochondrial carriers","no","AR",272,"yes","yes","51660","Mitochondrial pyruvate carrier deficiency, 614741 Y-Autosomal recessive","614738","AR","yes","yes","yes","yes"
"ENSG00000115204","MPV17","Others / Unknown function","Others / Unknown function","no","AR",272,"yes","yes","4358","Charcot-Marie-Tooth disease, axonal, type 2EE, 618400 Y-Autosomal recessive; Mitochondrial DNA depletion syndrome 6 (hepatocerebral type), 256810 Y-Autosomal recessive","137960","AR","yes","yes","yes","yes"
"ENSG00000122687","MRM2","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","29960","?Mitochondrial DNA depletion syndrome 17, 618567 Y-Autosomal recessive","606906","AR","yes","yes","yes","yes"
"ENSG00000262814","MRPL12","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",272,"yes","yes","6182","?Combined oxidative phosphorylation deficiency 45","602375","AR","yes","yes","yes","yes"
"ENSG00000143314","MRPL24","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","Unknown",413,"yes","no",".",".",".",".","yes","no","no","no"
"ENSG00000114686","MRPL3","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",272,"yes","yes","11222","Combined oxidative phosphorylation deficiency 9, 614582 Y-Autosomal recessive","607118","AR","yes","yes","yes","yes"
"ENSG00000135900","MRPL44","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",272,"yes","yes","65080","?Combined oxidative phosphorylation deficiency 16, 615395 Y-Autosomal recessive","611849","AR","yes","yes","yes","yes"
"ENSG00000120333","MRPS14","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",413,"yes","yes","63931","?Combined oxidative phosphorylation deficiency 38, 618378 Y-Autosomal recessive","611978","AR","yes","yes","no","no"
"ENSG00000182180","MRPS16","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",272,"yes","yes","51021","Combined oxidative phosphorylation deficiency 2, 610498 Y-Autosomal recessive","609204","AR","yes","yes","yes","yes"
"ENSG00000122140","MRPS2","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",413,"yes","yes","51116","Combined oxidative phosphorylation deficiency 36, 617950 Y-Autosomal recessive","611971","AR","yes","yes","no","yes"
"ENSG00000175110","MRPS22","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",272,"yes","yes","56945","Combined oxidative phosphorylation deficiency 5, 611719 Y-Autosomal recessive; Ovarian dysgenesis 7, 618117 Y-Autosomal recessive","605810","AR","yes","yes","yes","yes"
"ENSG00000181610","MRPS23","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",272,"yes","yes","51649","?Combined oxidative phosphorylation defiency 46","611985","AR","yes","yes","yes","yes"
"ENSG00000131368","MRPS25","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",413,"yes","no",".",".",".",".","yes","yes","no","no"
"ENSG00000147586","MRPS28","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",413,"yes","yes","28957","?Combined oxidative phosphorylation deficiency 47","611990","AR","yes","yes","no","yes"
"ENSG00000074071","MRPS34","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",272,"yes","yes","65993","Combined oxidative phosphorylation deficiency 32, 617664 Y-Autosomal recessive","611994","AR","yes","yes","yes","yes"
"ENSG00000125445","MRPS7","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",272,"yes","yes","51081","?Combined oxidative phosphorylation deficiency 34, 617872 Y-Autosomal recessive","611974","AR","yes","yes","yes","yes"
"ENSG00000125459","MSTO1","Mitochondrial dynamics, homeostasis, and quality control ","Morphology","no","AR/AD",272,"no","yes","55154","Myopathy, mitochondrial, and ataxia, 617675 Y-Autosomal dominant, Autosomal recessive","617619","AD","yes","yes","yes","yes"
"ENSG00000198899","MT-ATP6","OXPHOS subunits, assembly factors, and electron carriers","CV subunits","no","M",272,"yes","mtDNA","4508",".",".",".","yes","yes","yes","yes"
"ENSG00000228253","MT-ATP8","OXPHOS subunits, assembly factors, and electron carriers","CV subunits","no","M",272,"yes","mtDNA","4509",".",".",".","yes","yes","yes","yes"
"ENSG00000198804","MT-CO1","OXPHOS subunits, assembly factors, and electron carriers","CIV subunits","no","M",272,"yes","mtDNA","4512",".",".",".","yes","yes","yes","yes"
"ENSG00000198712","MT-CO2","OXPHOS subunits, assembly factors, and electron carriers","CIV subunits","no","M",272,"yes","mtDNA","4513",".",".",".","yes","yes","yes","yes"
"ENSG00000198938","MT-CO3","OXPHOS subunits, assembly factors, and electron carriers","CIV subunits","no","M",413,"yes","mtDNA","4514",".",".",".","yes","yes","no","yes"
"ENSG00000198727","MT-CYB","OXPHOS subunits, assembly factors, and electron carriers","CIII subunits","no","M",272,"yes","mtDNA","4519",".",".",".","yes","yes","yes","yes"
"ENSG00000198888","MT-ND1","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","M",272,"yes","mtDNA","4535",".",".",".","yes","yes","yes","yes"
"ENSG00000198763","MT-ND2","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","M",272,"yes","mtDNA","4536",".",".",".","yes","yes","yes","yes"
"ENSG00000198840","MT-ND3","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","M",272,"yes","mtDNA","4537",".",".",".","yes","yes","yes","yes"
"ENSG00000198886","MT-ND4","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","M",272,"yes","mtDNA","4538",".",".",".","yes","yes","yes","yes"
"ENSG00000212907","MT-ND4L","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","M",272,"yes","mtDNA","4539",".",".",".","yes","yes","yes","yes"
"ENSG00000198786","MT-ND5","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","M",272,"yes","mtDNA","4540",".",".",".","yes","yes","yes","yes"
"ENSG00000198695","MT-ND6","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","M",272,"yes","mtDNA","4541",".",".",".","yes","yes","yes","yes"
"ENSG00000211459","MT-RNR1","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","M",272,"mt-rRNA","mtDNA","4549",".",".",".","yes","yes","yes","yes"
"ENSG00000210082","MT-RNR2","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","M",413,"mt-rRNA","no",".",".",".",".","no","yes","no","no"
"ENSG00000210127","MT-TA","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4553",".",".",".","yes","yes","yes","yes"
"ENSG00000210140","MT-TC","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4511",".",".",".","yes","yes","yes","yes"
"ENSG00000210154","MT-TD","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4555",".",".",".","yes","yes","yes","yes"
"ENSG00000210194","MT-TE","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4556",".",".",".","yes","yes","yes","yes"
"ENSG00000210049","MT-TF","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4558",".",".",".","yes","yes","yes","yes"
"ENSG00000210164","MT-TG","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4563",".",".",".","yes","yes","yes","yes"
"ENSG00000210176","MT-TH","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4564",".",".",".","yes","yes","yes","yes"
"ENSG00000210100","MT-TI","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4565",".",".",".","yes","yes","yes","yes"
"ENSG00000210156","MT-TK","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4566",".",".",".","yes","yes","yes","yes"
"ENSG00000209082","MT-TL1","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4567",".",".",".","yes","yes","yes","yes"
"ENSG00000210191","MT-TL2","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4568",".",".",".","yes","yes","yes","yes"
"ENSG00000210112","MT-TM","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4569",".",".",".","yes","yes","yes","yes"
"ENSG00000210135","MT-TN","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4570",".",".",".","yes","yes","yes","yes"
"ENSG00000210196","MT-TP","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4571",".",".",".","yes","yes","yes","yes"
"ENSG00000210107","MT-TQ","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4572",".",".",".","yes","yes","yes","yes"
"ENSG00000210174","MT-TR","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4573",".",".",".","yes","yes","yes","yes"
"ENSG00000210151","MT-TS1","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4574",".",".",".","yes","yes","yes","yes"
"ENSG00000210184","MT-TS2","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4575",".",".",".","yes","yes","yes","yes"
"ENSG00000210195","MT-TT","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4576",".",".",".","yes","yes","yes","yes"
"ENSG00000210077","MT-TV","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4577",".",".",".","yes","yes","yes","yes"
"ENSG00000210117","MT-TW","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4578",".",".",".","yes","yes","yes","yes"
"ENSG00000210144","MT-TY","Mitochondrial DNA replication and expression","Mitochondrial tRNAs","no","M",272,"mt-tRNA","mtDNA","4579",".",".",".","yes","yes","yes","yes"
"ENSG00000103707","MTFMT","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","123263","Combined oxidative phosphorylation deficiency 15, 614947 Y-Autosomal recessive; Mitochondrial complex I deficiency, nuclear type 27, 618248 Y-Autosomal recessive","611766","AR","yes","yes","yes","yes"
"ENSG00000135297","MTO1","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","25821","Combined oxidative phosphorylation deficiency 10, 614702 Y-Autosomal recessive","614667","AR","yes","yes","yes","yes"
"ENSG00000107951","MTPAP","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","55149","?Spastic ataxia 4, autosomal recessive, 613672 Y-Autosomal recessive","613669","AR","yes","yes","yes","yes"
"ENSG00000152620","NADK2","Metabolism of cofactors","NADPH metabolism","no","AR",272,"yes","yes","133686","?2,4-dienoyl-CoA reductase deficiency, 616034 Y-Autosomal recessive","615787","AR","yes","yes","yes","yes"
"ENSG00000137513","NARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","79731","?Deafness, autosomal recessive 94, 618434 Y-Autosomal recessive; Combined oxidative phosphorylation deficiency 24, 616239 Y-Autosomal recessive","612803","AR","yes","yes","yes","yes"
"ENSG00000213995","NAXD","Metabolism of cofactors","NADPH metabolism","no","AR",413,"yes","yes","55739","Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 2, 618321 Y-Autosomal recessive","615910","AR","yes","yes","no","no"
"ENSG00000163382","NAXE","Metabolism of cofactors","NADPH metabolism","no","AR",272,"yes","yes","128240","Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 617186 Y-Autosomal recessive","608862","AR","yes","yes","yes","yes"
"ENSG00000125356","NDUFA1","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","XLR",272,"yes","yes","4694","Mitochondrial complex I deficiency, nuclear type 12, 301020 Y-X-linked recessive","300078","XLR","yes","yes","yes","yes"
